Meat_Type,Year,Measure,Value,Country
BEEF,2018,THND_TONNE,1089.271,India
BEEF,2019,THND_TONNE,1039.304,India
BEEF,2020,THND_TONNE,1050.979,India
BEEF,2021,THND_TONNE,1069.44,India
BEEF,2022,THND_TONNE,1083.922,India
BEEF,2023,THND_TONNE,1101.079,India
BEEF,2024,THND_TONNE,1114.054,India
BEEF,2025,THND_TONNE,1131.926,India
BEEF,2026,THND_TONNE,1147.422,India
BEEF,2027,THND_TONNE,1160.146,India
BEEF,2028,THND_TONNE,1173.833,India
BEEF,2029,THND_TONNE,1184.822,India
POULTRY,1990,THND_TONNE,848.035,Mexico
POULTRY,1991,THND_TONNE,995.553,Mexico
POULTRY,1992,THND_TONNE,1071.894,Mexico
POULTRY,1993,THND_TONNE,1261.1,Mexico
POULTRY,1994,THND_TONNE,1369.909,Mexico
POULTRY,1995,THND_TONNE,1515.516,Mexico
POULTRY,1996,THND_TONNE,1505.322,Mexico
POULTRY,1997,THND_TONNE,1750.495,Mexico
POULTRY,1998,THND_TONNE,1931.271,Mexico
POULTRY,1999,THND_TONNE,2080.252,Mexico
POULTRY,2000,THND_TONNE,2229.966,Mexico
POULTRY,2001,THND_TONNE,2351.655,Mexico
POULTRY,2002,THND_TONNE,2516.807,Mexico
POULTRY,2003,THND_TONNE,2686.007,Mexico
POULTRY,2004,THND_TONNE,2783.345,Mexico
POULTRY,2005,THND_TONNE,3029.62,Mexico
POULTRY,2006,THND_TONNE,3112.794,Mexico
POULTRY,2007,THND_TONNE,3167.94,Mexico
POULTRY,2008,THND_TONNE,3261.932,Mexico
POULTRY,2009,THND_TONNE,3314.587,Mexico
POULTRY,2010,THND_TONNE,3421.165,Mexico
POULTRY,2011,THND_TONNE,3532.197,Mexico
POULTRY,2012,THND_TONNE,3612.905,Mexico
POULTRY,2013,THND_TONNE,3690.316,Mexico
POULTRY,2014,THND_TONNE,3801.833,Mexico
POULTRY,2015,THND_TONNE,3928.083,Mexico
POULTRY,2016,THND_TONNE,4073.135,Mexico
POULTRY,2017,THND_TONNE,4223.313,Mexico
POULTRY,2018,THND_TONNE,4316.464,Mexico
POULTRY,2019,THND_TONNE,4426.506,Mexico
POULTRY,2020,THND_TONNE,4481.279,Mexico
POULTRY,2021,THND_TONNE,4545.59,Mexico
POULTRY,2022,THND_TONNE,4607.493,Mexico
POULTRY,2023,THND_TONNE,4666.412,Mexico
POULTRY,2024,THND_TONNE,4726.808,Mexico
POULTRY,2025,THND_TONNE,4786.412,Mexico
POULTRY,2026,THND_TONNE,4844.737,Mexico
POULTRY,2027,THND_TONNE,4903.168,Mexico
POULTRY,2028,THND_TONNE,4961.435,Mexico
POULTRY,2029,THND_TONNE,5019.424,Mexico
BEEF,1990,THND_TONNE,885.416,Mexico
BEEF,1991,THND_TONNE,1096.477,Mexico
BEEF,1992,THND_TONNE,1165.183,Mexico
BEEF,1993,THND_TONNE,1075.554,Mexico
BEEF,1994,THND_TONNE,1285.064,Mexico
BEEF,1995,THND_TONNE,1119.742,Mexico
BEEF,1996,THND_TONNE,1321.371,Mexico
BEEF,1997,THND_TONNE,1377.33,Mexico
BEEF,1998,THND_TONNE,1507.122,Mexico
BEEF,1999,THND_TONNE,1515.51,Mexico
BEEF,2000,THND_TONNE,1524.53,Mexico
BEEF,2001,THND_TONNE,1583.0,Mexico
BEEF,2002,THND_TONNE,1717.57,Mexico
BEEF,2003,THND_TONNE,1613.165,Mexico
BEEF,2004,THND_TONNE,1553.857,Mexico
BEEF,2005,THND_TONNE,1616.017,Mexico
BEEF,2006,THND_TONNE,1538.146,Mexico
BEEF,2007,THND_TONNE,1669.408,Mexico
BEEF,2008,THND_TONNE,1776.01,Mexico
BEEF,2009,THND_TONNE,1695.545,Mexico
BEEF,2010,THND_TONNE,1624.429,Mexico
BEEF,2011,THND_TONNE,1496.711,Mexico
BEEF,2012,THND_TONNE,1516.946,Mexico
BEEF,2013,THND_TONNE,1531.758,Mexico
BEEF,2014,THND_TONNE,1532.06,Mexico
BEEF,2015,THND_TONNE,1551.635,Mexico
BEEF,2016,THND_TONNE,1609.356,Mexico
BEEF,2017,THND_TONNE,1633.086,Mexico
BEEF,2018,THND_TONNE,1666.224,Mexico
BEEF,2019,THND_TONNE,1670.708,Mexico
BEEF,2020,THND_TONNE,1652.375,Mexico
BEEF,2021,THND_TONNE,1672.105,Mexico
BEEF,2022,THND_TONNE,1690.816,Mexico
BEEF,2023,THND_TONNE,1714.723,Mexico
BEEF,2024,THND_TONNE,1742.251,Mexico
BEEF,2025,THND_TONNE,1758.614,Mexico
BEEF,2026,THND_TONNE,1779.542,Mexico
BEEF,2027,THND_TONNE,1790.538,Mexico
BEEF,2028,THND_TONNE,1801.876,Mexico
BEEF,2029,THND_TONNE,1809.618,Mexico
POULTRY,1990,THND_TONNE,1784.404,Japan
POULTRY,1991,THND_TONNE,1680.944,Japan
POULTRY,1992,THND_TONNE,1736.809,Japan
POULTRY,1993,THND_TONNE,1707.512,Japan
POULTRY,1994,THND_TONNE,1787.153,Japan
POULTRY,1995,THND_TONNE,1804.29,Japan
POULTRY,1996,THND_TONNE,1866.966,Japan
POULTRY,1997,THND_TONNE,1820.708,Japan
POULTRY,1998,THND_TONNE,1727.12,Japan
POULTRY,1999,THND_TONNE,1737.49,Japan
POULTRY,2000,THND_TONNE,1860.738,Japan
POULTRY,2001,THND_TONNE,1917.739,Japan
POULTRY,2002,THND_TONNE,1862.648,Japan
POULTRY,2003,THND_TONNE,1844.257,Japan
POULTRY,2004,THND_TONNE,1805.436,Japan
POULTRY,2005,THND_TONNE,1917.83,Japan
POULTRY,2006,THND_TONNE,1952.02,Japan
POULTRY,2007,THND_TONNE,1969.78,Japan
POULTRY,2008,THND_TONNE,1946.9,Japan
POULTRY,2009,THND_TONNE,1998.77,Japan
POULTRY,2010,THND_TONNE,2085.61,Japan
POULTRY,2011,THND_TONNE,2075.234,Japan
POULTRY,2012,THND_TONNE,2206.41,Japan
POULTRY,2013,THND_TONNE,2193.19,Japan
POULTRY,2014,THND_TONNE,2226.18,Japan
POULTRY,2015,THND_TONNE,2301.733,Japan
POULTRY,2016,THND_TONNE,2368.674,Japan
POULTRY,2017,THND_TONNE,2448.227,Japan
POULTRY,2018,THND_TONNE,2511.438,Japan
POULTRY,2019,THND_TONNE,2551.921,Japan
POULTRY,2020,THND_TONNE,2548.8,Japan
POULTRY,2021,THND_TONNE,2547.457,Japan
POULTRY,2022,THND_TONNE,2546.122,Japan
POULTRY,2023,THND_TONNE,2544.783,Japan
POULTRY,2024,THND_TONNE,2543.448,Japan
POULTRY,2025,THND_TONNE,2542.112,Japan
POULTRY,2026,THND_TONNE,2540.776,Japan
POULTRY,2027,THND_TONNE,2539.44,Japan
POULTRY,2028,THND_TONNE,2538.103,Japan
POULTRY,2029,THND_TONNE,2536.766,Japan
POULTRY,1990,THND_TONNE,0.0,China
POULTRY,1991,THND_TONNE,3928.558,China
POULTRY,1992,THND_TONNE,4479.748,China
POULTRY,1993,THND_TONNE,5722.122,China
POULTRY,1994,THND_TONNE,6566.2,China
POULTRY,1995,THND_TONNE,8380.38,China
POULTRY,1996,THND_TONNE,8416.131,China
POULTRY,1997,THND_TONNE,9676.612,China
POULTRY,1998,THND_TONNE,10756.478,China
POULTRY,1999,THND_TONNE,11270.593,China
POULTRY,2000,THND_TONNE,12244.767,China
POULTRY,2001,THND_TONNE,11941.14,China
POULTRY,2002,THND_TONNE,12059.592,China
POULTRY,2003,THND_TONNE,12608.265,China
POULTRY,2004,THND_TONNE,12449.588,China
POULTRY,2005,THND_TONNE,13392.821,China
POULTRY,2006,THND_TONNE,13830.221,China
POULTRY,2007,THND_TONNE,14920.952,China
POULTRY,2008,THND_TONNE,15920.892,China
POULTRY,2009,THND_TONNE,16443.028,China
POULTRY,2010,THND_TONNE,16754.617,China
POULTRY,2011,THND_TONNE,17087.698,China
POULTRY,2012,THND_TONNE,18309.687,China
POULTRY,2013,THND_TONNE,18113.205,China
POULTRY,2014,THND_TONNE,17522.478,China
POULTRY,2015,THND_TONNE,18263.344,China
POULTRY,2016,THND_TONNE,19105.245,China
POULTRY,2017,THND_TONNE,18997.384,China
POULTRY,2018,THND_TONNE,19992.247,China
POULTRY,2019,THND_TONNE,22845.357,China
POULTRY,2020,THND_TONNE,23210.239,China
POULTRY,2021,THND_TONNE,22972.585,China
POULTRY,2022,THND_TONNE,22748.53,China
POULTRY,2023,THND_TONNE,22836.824,China
POULTRY,2024,THND_TONNE,22933.354,China
POULTRY,2025,THND_TONNE,23027.521,China
POULTRY,2026,THND_TONNE,23167.931,China
POULTRY,2027,THND_TONNE,23310.931,China
POULTRY,2028,THND_TONNE,23453.194,China
POULTRY,2029,THND_TONNE,23590.693,China
SHEEP,1990,THND_TONNE,44.729,Mexico
SHEEP,1991,THND_TONNE,59.119,Mexico
SHEEP,1992,THND_TONNE,64.495,Mexico
SHEEP,1993,THND_TONNE,66.582,Mexico
SHEEP,1994,THND_TONNE,70.445,Mexico
SHEEP,1995,THND_TONNE,44.176,Mexico
SHEEP,1996,THND_TONNE,43.861,Mexico
SHEEP,1997,THND_TONNE,54.704,Mexico
SHEEP,1998,THND_TONNE,57.993,Mexico
SHEEP,1999,THND_TONNE,66.794,Mexico
SHEEP,2000,THND_TONNE,80.293,Mexico
SHEEP,2001,THND_TONNE,86.194,Mexico
SHEEP,2002,THND_TONNE,87.904,Mexico
SHEEP,2003,THND_TONNE,118.775,Mexico
SHEEP,2004,THND_TONNE,103.257,Mexico
SHEEP,2005,THND_TONNE,86.041,Mexico
SHEEP,2006,THND_TONNE,83.702,Mexico
SHEEP,2007,THND_TONNE,86.353,Mexico
SHEEP,2008,THND_TONNE,85.731,Mexico
SHEEP,2009,THND_TONNE,77.294,Mexico
SHEEP,2010,THND_TONNE,72.87,Mexico
SHEEP,2011,THND_TONNE,70.268,Mexico
SHEEP,2012,THND_TONNE,65.918,Mexico
SHEEP,2013,THND_TONNE,74.956,Mexico
SHEEP,2014,THND_TONNE,74.994,Mexico
SHEEP,2015,THND_TONNE,76.713,Mexico
SHEEP,2016,THND_TONNE,73.362,Mexico
SHEEP,2017,THND_TONNE,74.991,Mexico
SHEEP,2018,THND_TONNE,76.36,Mexico
SHEEP,2019,THND_TONNE,79.034,Mexico
SHEEP,2020,THND_TONNE,79.689,Mexico
SHEEP,2021,THND_TONNE,80.207,Mexico
SHEEP,2022,THND_TONNE,80.757,Mexico
SHEEP,2023,THND_TONNE,81.414,Mexico
SHEEP,2024,THND_TONNE,82.138,Mexico
SHEEP,2025,THND_TONNE,83.042,Mexico
SHEEP,2026,THND_TONNE,83.785,Mexico
SHEEP,2027,THND_TONNE,84.549,Mexico
SHEEP,2028,THND_TONNE,85.387,Mexico
SHEEP,2029,THND_TONNE,86.184,Mexico
BEEF,1990,THND_TONNE,1074.938,China
BEEF,1991,THND_TONNE,1278.732,China
BEEF,1992,THND_TONNE,1725.372,China
BEEF,1993,THND_TONNE,2186.401,China
BEEF,1994,THND_TONNE,2676.4,China
BEEF,1995,THND_TONNE,3463.373,China
BEEF,1996,THND_TONNE,3476.646,China
BEEF,1997,THND_TONNE,4329.813,China
BEEF,1998,THND_TONNE,4726.792,China
BEEF,1999,THND_TONNE,5013.457,China
BEEF,2000,THND_TONNE,4949.386,China
BEEF,2001,THND_TONNE,5040.833,China
BEEF,2002,THND_TONNE,5196.594,China
BEEF,2003,THND_TONNE,5382.253,China
BEEF,2004,THND_TONNE,5534.334,China
BEEF,2005,THND_TONNE,5578.666,China
BEEF,2006,THND_TONNE,5646.492,China
BEEF,2007,THND_TONNE,6013.338,China
BEEF,2008,THND_TONNE,6044.516,China
BEEF,2009,THND_TONNE,6209.607,China
BEEF,2010,THND_TONNE,6231.916,China
BEEF,2011,THND_TONNE,6042.417,China
BEEF,2012,THND_TONNE,6142.148,China
BEEF,2013,THND_TONNE,6422.506,China
BEEF,2014,THND_TONNE,6440.543,China
BEEF,2015,THND_TONNE,6690.265,China
BEEF,2016,THND_TONNE,6833.547,China
BEEF,2017,THND_TONNE,7150.773,China
BEEF,2018,THND_TONNE,7377.397,China
BEEF,2019,THND_TONNE,8369.277,China
BEEF,2020,THND_TONNE,8606.817,China
BEEF,2021,THND_TONNE,8546.711,China
BEEF,2022,THND_TONNE,8472.769,China
BEEF,2023,THND_TONNE,8396.019,China
BEEF,2024,THND_TONNE,8321.715,China
BEEF,2025,THND_TONNE,8250.642,China
BEEF,2026,THND_TONNE,8286.993,China
BEEF,2027,THND_TONNE,8307.58,China
BEEF,2028,THND_TONNE,8330.168,China
BEEF,2029,THND_TONNE,8350.721,China
SHEEP,1990,THND_TONNE,90.267,Indonesia
SHEEP,1991,THND_TONNE,94.734,Indonesia
SHEEP,1992,THND_TONNE,99.681,Indonesia
SHEEP,1993,THND_TONNE,111.769,Indonesia
SHEEP,1994,THND_TONNE,100.0,Indonesia
SHEEP,1995,THND_TONNE,95.021,Indonesia
SHEEP,1996,THND_TONNE,99.34,Indonesia
SHEEP,1997,THND_TONNE,107.865,Indonesia
SHEEP,1998,THND_TONNE,82.028,Indonesia
SHEEP,1999,THND_TONNE,78.208,Indonesia
SHEEP,2000,THND_TONNE,78.857,Indonesia
SHEEP,2001,THND_TONNE,94.078,Indonesia
SHEEP,2002,THND_TONNE,127.062,Indonesia
SHEEP,2003,THND_TONNE,144.959,Indonesia
SHEEP,2004,THND_TONNE,123.703,Indonesia
SHEEP,2005,THND_TONNE,98.761,Indonesia
SHEEP,2006,THND_TONNE,140.903,Indonesia
SHEEP,2007,THND_TONNE,121.037,Indonesia
SHEEP,2008,THND_TONNE,113.753,Indonesia
SHEEP,2009,THND_TONNE,128.935,Indonesia
SHEEP,2010,THND_TONNE,114.445,Indonesia
SHEEP,2011,THND_TONNE,114.126,Indonesia
SHEEP,2012,THND_TONNE,110.748,Indonesia
SHEEP,2013,THND_TONNE,108.016,Indonesia
SHEEP,2014,THND_TONNE,110.683,Indonesia
SHEEP,2015,THND_TONNE,112.205,Indonesia
SHEEP,2016,THND_TONNE,115.851,Indonesia
SHEEP,2017,THND_TONNE,127.38,Indonesia
SHEEP,2018,THND_TONNE,130.033,Indonesia
SHEEP,2019,THND_TONNE,132.199,Indonesia
SHEEP,2020,THND_TONNE,132.611,Indonesia
SHEEP,2021,THND_TONNE,134.078,Indonesia
SHEEP,2022,THND_TONNE,135.982,Indonesia
SHEEP,2023,THND_TONNE,138.017,Indonesia
SHEEP,2024,THND_TONNE,139.991,Indonesia
SHEEP,2025,THND_TONNE,141.787,Indonesia
SHEEP,2026,THND_TONNE,143.605,Indonesia
SHEEP,2027,THND_TONNE,145.146,Indonesia
SHEEP,2028,THND_TONNE,146.691,Indonesia
SHEEP,2029,THND_TONNE,148.183,Indonesia
PIG,1990,THND_TONNE,412.997,India
PIG,1991,THND_TONNE,427.0,India
PIG,1992,THND_TONNE,444.493,India
PIG,1993,THND_TONNE,447.943,India
PIG,1994,THND_TONNE,450.8,India
PIG,1995,THND_TONNE,453.883,India
PIG,1996,THND_TONNE,558.107,India
PIG,1997,THND_TONNE,464.398,India
PIG,1998,THND_TONNE,463.283,India
PIG,1999,THND_TONNE,464.38,India
PIG,2000,THND_TONNE,465.562,India
PIG,2001,THND_TONNE,466.641,India
PIG,2002,THND_TONNE,467.369,India
PIG,2003,THND_TONNE,469.499,India
PIG,2004,THND_TONNE,443.827,India
PIG,2005,THND_TONNE,425.033,India
PIG,2006,THND_TONNE,404.437,India
PIG,2007,THND_TONNE,385.206,India
PIG,2008,THND_TONNE,379.46,India
PIG,2009,THND_TONNE,379.072,India
PIG,2010,THND_TONNE,371.227,India
PIG,2011,THND_TONNE,364.608,India
PIG,2012,THND_TONNE,357.74,India
PIG,2013,THND_TONNE,354.097,India
PIG,2014,THND_TONNE,350.495,India
PIG,2015,THND_TONNE,344.159,India
PIG,2016,THND_TONNE,316.733,India
PIG,2017,THND_TONNE,305.668,India
PIG,2018,THND_TONNE,300.035,India
PIG,2019,THND_TONNE,296.187,India
PIG,2020,THND_TONNE,297.212,India
PIG,2021,THND_TONNE,294.972,India
PIG,2022,THND_TONNE,294.206,India
PIG,2023,THND_TONNE,292.501,India
PIG,2024,THND_TONNE,290.329,India
PIG,2025,THND_TONNE,287.801,India
PIG,2026,THND_TONNE,284.859,India
PIG,2027,THND_TONNE,281.367,India
PIG,2028,THND_TONNE,277.538,India
PIG,2029,THND_TONNE,273.783,India
SHEEP,1990,THND_TONNE,0.0,China
SHEEP,1991,THND_TONNE,1177.752,China
SHEEP,1992,THND_TONNE,1248.4,China
SHEEP,1993,THND_TONNE,1371.189,China
SHEEP,1994,THND_TONNE,1479.1,China
SHEEP,1995,THND_TONNE,1745.15,China
SHEEP,1996,THND_TONNE,1812.294,China
SHEEP,1997,THND_TONNE,2130.744,China
SHEEP,1998,THND_TONNE,2352.357,China
SHEEP,1999,THND_TONNE,2519.983,China
SHEEP,2000,THND_TONNE,2663.427,China
SHEEP,2001,THND_TONNE,2704.65,China
SHEEP,2002,THND_TONNE,2830.081,China
SHEEP,2003,THND_TONNE,3067.875,China
SHEEP,2004,THND_TONNE,3291.055,China
SHEEP,2005,THND_TONNE,3461.319,China
SHEEP,2006,THND_TONNE,3594.509,China
SHEEP,2007,THND_TONNE,3801.743,China
SHEEP,2008,THND_TONNE,3792.314,China
SHEEP,2009,THND_TONNE,3899.327,China
SHEEP,2010,THND_TONNE,4036.742,China
SHEEP,2011,THND_TONNE,4005.576,China
SHEEP,2012,THND_TONNE,4128.894,China
SHEEP,2013,THND_TONNE,4336.856,China
SHEEP,2014,THND_TONNE,4560.503,China
SHEEP,2015,THND_TONNE,4629.548,China
SHEEP,2016,THND_TONNE,4812.735,China
SHEEP,2017,THND_TONNE,4923.317,China
SHEEP,2018,THND_TONNE,5030.158,China
SHEEP,2019,THND_TONNE,5270.919,China
SHEEP,2020,THND_TONNE,5405.547,China
SHEEP,2021,THND_TONNE,5501.679,China
SHEEP,2022,THND_TONNE,5599.982,China
SHEEP,2023,THND_TONNE,5695.791,China
SHEEP,2024,THND_TONNE,5790.4,China
SHEEP,2025,THND_TONNE,5885.98,China
SHEEP,2026,THND_TONNE,5916.486,China
SHEEP,2027,THND_TONNE,5948.877,China
SHEEP,2028,THND_TONNE,5982.26,China
SHEEP,2029,THND_TONNE,6013.92,China
PIG,1990,THND_TONNE,789.761,Mexico
PIG,1991,THND_TONNE,865.575,Mexico
PIG,1992,THND_TONNE,874.326,Mexico
PIG,1993,THND_TONNE,867.531,Mexico
PIG,1994,THND_TONNE,948.929,Mexico
PIG,1995,THND_TONNE,945.392,Mexico
PIG,1996,THND_TONNE,927.596,Mexico
PIG,1997,THND_TONNE,970.427,Mexico
PIG,1998,THND_TONNE,1041.898,Mexico
PIG,1999,THND_TONNE,1083.245,Mexico
PIG,2000,THND_TONNE,1170.036,Mexico
PIG,2001,THND_TONNE,1210.737,Mexico
PIG,2002,THND_TONNE,1264.078,Mexico
PIG,2003,THND_TONNE,1320.108,Mexico
PIG,2004,THND_TONNE,1371.296,Mexico
PIG,2005,THND_TONNE,1369.725,Mexico
PIG,2006,THND_TONNE,1416.922,Mexico
PIG,2007,THND_TONNE,1440.425,Mexico
PIG,2008,THND_TONNE,1447.896,Mexico
PIG,2009,THND_TONNE,1598.238,Mexico
PIG,2010,THND_TONNE,1607.459,Mexico
PIG,2011,THND_TONNE,1532.55,Mexico
PIG,2012,THND_TONNE,1679.2,Mexico
PIG,2013,THND_TONNE,1776.725,Mexico
PIG,2014,THND_TONNE,1810.469,Mexico
PIG,2015,THND_TONNE,1957.032,Mexico
PIG,2016,THND_TONNE,2030.253,Mexico
PIG,2017,THND_TONNE,2128.381,Mexico
PIG,2018,THND_TONNE,2273.038,Mexico
PIG,2019,THND_TONNE,2355.323,Mexico
PIG,2020,THND_TONNE,2383.541,Mexico
PIG,2021,THND_TONNE,2420.584,Mexico
PIG,2022,THND_TONNE,2451.052,Mexico
PIG,2023,THND_TONNE,2481.401,Mexico
PIG,2024,THND_TONNE,2512.584,Mexico
PIG,2025,THND_TONNE,2543.809,Mexico
PIG,2026,THND_TONNE,2574.55,Mexico
PIG,2027,THND_TONNE,2605.359,Mexico
PIG,2028,THND_TONNE,2635.276,Mexico
PIG,2029,THND_TONNE,2666.344,Mexico
